Espanol;Positivo;Negativo;Enojo;Anticipacion;Desagrado;Miedo;Alegria;Tristeza;Sorpresa;Confianza
legajo;0;0;0;0;0;0;0;0;0;0
doctor;1;0;0;0;0;0;0;0;0;1
doctrinal;0;0;0;0;0;0;0;0;0;0
doctrina;0;0;0;0;0;0;0;0;0;1
documento;0;0;0;0;0;0;0;0;0;0
documental;0;0;0;0;0;0;0;0;0;0
esquivar;0;0;0;0;0;0;0;0;0;0
regate;0;0;0;0;0;0;0;0;0;0
gama;0;0;0;0;0;0;0;0;0;0
hacedor;1;0;0;0;0;0;0;0;0;0
perro;0;0;0;0;0;0;0;0;0;0
obstinado;1;0;0;0;0;0;0;0;0;0
dogma;0;0;0;0;0;0;0;0;0;1
dogmatico;0;0;0;0;0;0;0;0;0;0
hechos;0;0;0;0;0;0;0;0;0;0
zona de las calmas ecuatoriales;0;1;0;0;0;0;0;1;0;0
limosna;0;1;0;0;0;0;0;1;0;0
muneca;0;0;0;0;0;0;1;0;0;0
dolar;0;0;0;0;0;0;0;0;0;0
delfin;1;0;0;0;0;0;1;0;1;1
dominio;0;0;0;0;0;0;0;0;0;0
Hazme;0;0;0;0;0;0;0;0;0;0
nacional;0;0;0;0;0;0;0;0;0;0
domesticado;0;0;0;0;0;0;0;0;0;0
domesticacion;0;0;0;0;0;0;0;0;0;0
domicilio;0;0;0;0;0;0;0;0;0;0
domiciliado;0;0;0;0;0;0;0;0;0;0
dominio;0;0;0;0;0;0;0;0;0;0
dominante;0;1;0;0;0;1;0;0;0;0
dominar;1;1;1;0;0;1;0;0;0;0
dominante;0;0;0;0;0;0;0;0;0;0
dominacion;0;1;1;0;0;1;0;1;0;0
dominio;0;0;0;0;0;1;0;0;0;1
domino;0;0;0;0;0;0;0;0;0;0
don;1;0;0;0;0;0;0;0;0;1
donacion;1;0;0;0;0;0;0;0;0;0
Burro;0;1;0;0;1;0;0;0;0;0
donante;0;0;0;0;0;0;0;0;0;0
garabatear;0;1;0;0;0;0;0;0;0;0
condenar;0;1;0;0;0;1;0;0;0;0
condenado;0;1;0;0;0;1;0;1;0;0
Dia del Juicio Final;0;1;1;1;1;1;0;1;0;0
puerta;0;0;0;0;0;0;0;0;0;0
timbre de la puerta;0;0;0;0;0;0;0;0;0;0
puerta;0;0;0;0;0;0;0;0;0;0
latente;0;0;0;0;0;0;0;0;0;0
dormitorio;0;0;0;0;0;0;0;0;0;0
dorsal;0;0;0;0;0;0;0;0;0;0
dosis;0;0;0;0;0;0;0;0;0;0
punto;0;0;0;0;0;0;0;0;0;0
doble;0;0;0;0;0;0;0;0;0;0
duplicado;0;0;0;0;0;0;0;0;0;0
doblete;0;0;0;0;0;0;0;0;0;0
duplicacion;0;0;0;0;0;0;0;0;0;0
duda;0;1;0;0;0;1;0;1;0;1
dudoso;0;1;0;0;0;0;0;0;0;0
inseguro;0;1;0;0;0;0;0;0;0;0
indudable;1;0;0;0;0;0;0;0;0;1
ducha;0;1;0;0;0;0;0;0;0;0
masa;0;0;0;0;0;0;0;0;0;0
rosquilla;0;0;0;0;0;0;0;0;0;0
austero;0;1;0;0;0;0;0;0;0;0
paloma;1;0;0;1;0;0;1;0;0;1
alicaido;0;0;0;0;0;0;0;0;0;0
caida;0;1;0;0;0;1;0;1;0;0
cuesta abajo;0;0;0;0;0;0;0;0;0;0
aguacero;0;0;0;0;0;0;0;0;0;0
completamente;0;0;0;0;0;0;0;0;0;1
velloso;1;0;0;0;0;0;0;0;0;0
dote;0;0;0;0;0;0;0;0;0;0
dormitar;0;0;0;0;0;0;0;0;0;0
docena;0;0;0;0;0;0;0;0;0;0
monotono;0;1;0;0;0;0;0;1;0;0
borrador;0;0;0;1;0;0;0;0;0;0
arrastrar;0;0;0;0;0;0;0;0;0;0
continuar;0;0;0;0;0;1;0;0;0;0
desague;0;0;0;0;0;0;0;0;0;0
drenaje;0;1;0;0;0;0;0;0;0;0
agotado;0;0;0;0;0;0;0;0;0;0
pato;0;0;0;0;0;0;0;0;0;0
drama;0;0;0;0;0;0;0;0;0;0
dramatico;0;0;0;0;0;0;0;0;0;0
cubrir;0;0;0;0;0;0;0;0;0;0
paneria;0;0;0;0;0;0;0;0;0;0
drastico;0;0;0;0;0;0;0;0;0;0
borrador;0;0;0;0;0;0;0;0;0;0
dibujar;0;0;0;0;0;0;0;0;0;0
retirarse;0;1;0;0;0;0;0;0;0;0
cajon;0;0;0;0;0;0;0;0;0;0
cajones;0;0;0;0;0;0;0;0;0;0
dibujo;0;0;0;0;0;0;0;0;0;0
pavor;0;1;0;1;0;1;0;0;0;0
terrible;0;1;1;1;1;1;0;1;0;0
horrorosamente;0;1;0;0;1;1;0;1;1;0
sueno;0;0;0;0;0;0;0;0;0;0
sonador;0;0;0;0;0;0;0;0;0;0
sonando;0;0;0;0;0;0;0;0;0;0
sonador;0;0;0;0;0;0;0;0;0;0
triste;0;1;0;0;0;0;0;1;0;0
dragar;0;0;0;0;0;0;0;0;0;0
empapado;0;0;0;0;0;0;0;0;0;0
vestidor;0;0;0;0;0;0;0;0;0;0
seco;0;0;0;0;0;0;0;0;0;0
deriva;0;0;0;0;0;0;0;0;0;0
a la deriva;0;0;0;0;0;0;0;0;0;0
perforar;0;0;0;0;0;0;0;0;0;0
beber;0;0;0;0;0;0;0;0;0;0
bebida;0;1;0;0;0;0;0;0;0;0
goteo;0;0;0;0;0;0;0;0;0;0
goteo;0;0;0;0;0;0;0;0;0;0
mentiras;0;1;0;0;1;0;0;0;0;0
conductor;0;0;0;0;0;0;0;0;0;0
entrada de coches;0;0;0;0;0;0;0;0;0;0
llovizna;0;0;0;0;0;0;0;0;0;0
gracioso;0;0;0;0;0;0;0;0;0;0
zumbido;0;1;0;0;0;0;0;0;0;0
babear;0;0;0;0;1;0;0;0;0;0
caido;0;1;0;0;0;0;0;0;0;0
soltar;0;0;0;0;0;0;0;0;0;0
gotita;0;0;0;0;0;0;0;0;0;0
sequia;0;1;0;0;0;0;0;0;0;0
ahogar;0;1;0;0;0;1;0;1;0;0
somnolencia;0;1;0;0;0;0;0;0;0;0
sonoliento;0;0;0;0;0;0;0;0;0;0
trabajo penoso;0;1;0;0;0;0;0;0;0;0
droga;0;0;0;0;0;0;0;0;0;0
drogado;0;0;0;0;0;0;0;1;0;0
farmacia;0;0;0;0;0;0;0;0;0;0
druida;0;0;0;0;0;0;0;0;0;0
tambor;0;0;0;0;0;0;0;0;0;0
bateria;0;0;0;0;0;0;0;0;0;0
tamborileando;0;0;0;0;0;0;0;0;0;0
borracho;0;1;0;0;1;0;0;0;0;0
embriaguez;0;1;0;0;0;0;0;0;0;0
seco;0;0;0;0;0;0;0;0;0;0
sequedad;0;0;0;0;0;0;0;0;0;0
doble;0;0;0;0;0;0;0;0;0;0
dualismo;0;0;0;0;0;0;0;0;0;0
dualidad;0;0;0;0;0;0;0;0;0;0
doblar;0;0;0;0;0;0;0;0;0;0
dudoso;0;1;0;0;0;1;0;0;0;1
agachado;0;0;0;0;0;0;0;0;0;0
conducto;0;0;0;0;0;0;0;0;0;0
ductil;0;0;0;0;0;0;0;0;0;0
prendas de vestir;0;0;0;0;0;0;0;0;0;0
debido;0;0;0;0;0;0;0;0;0;0
duelo;0;0;1;1;0;1;0;0;0;0
cuota de socio;0;0;0;0;0;0;0;0;0;0
dueto;1;0;0;0;0;0;0;0;0;0
refugio subterraneo;0;0;0;0;0;0;0;0;0;0
duque;1;0;0;0;0;0;0;0;0;0
aburrido;0;1;0;0;0;0;0;1;0;0
tonto;0;1;0;0;0;0;0;0;0;0
tonto;0;1;0;0;0;0;0;0;0;0
tugurio;0;0;0;0;0;0;0;0;0;0
deshecho;0;1;1;0;0;0;0;1;0;0
pardo;0;1;0;0;0;0;0;0;0;0
duna;0;0;0;0;0;0;0;0;0;0
mazmorra;0;1;0;0;0;1;0;0;0;0
duo;0;0;0;0;0;0;0;0;0;0
enganar;0;1;1;0;0;0;0;0;0;0
duplex;0;0;0;0;0;0;0;0;0;0
duplicar;0;0;0;0;0;0;0;0;0;0
duplicacion;0;0;0;0;0;0;0;0;0;0
duplicidad;0;1;1;0;0;0;0;0;0;0
durabilidad;1;0;0;0;0;0;0;0;0;1
durable;1;0;0;0;0;0;0;0;0;1
duracion;0;0;0;0;0;0;0;0;0;0
coaccion;0;1;1;0;1;1;0;1;0;0
oscuridad;0;0;0;0;0;0;0;0;0;0
oscuro;0;0;0;0;0;0;0;0;0;0
polvo;0;1;0;0;0;0;0;0;0;0
plumero;0;0;0;0;0;0;0;0;0;0
polvoriento;0;0;0;0;0;0;0;0;0;0
obediente;1;0;0;1;0;0;0;0;0;1
enano;0;0;0;0;0;0;0;0;0;0
empequenecido;0;1;0;0;0;1;0;1;0;0
habitar;0;0;0;0;0;0;0;0;0;0
habitante;0;0;0;0;0;0;0;0;0;0
vivienda;0;0;0;0;0;0;0;0;0;0
colorante;0;0;0;0;0;0;0;0;0;0
moribundo;0;1;1;0;1;1;0;1;0;0
dique;0;0;0;0;0;0;0;0;0;0
dinamica;0;0;0;0;0;0;0;0;1;0
dinamico;0;0;0;0;0;0;0;0;0;0
dinamica;0;0;0;0;0;0;0;0;0;0
dinamita;0;0;0;0;0;0;0;0;0;0
dinastia;0;0;0;0;0;0;0;0;0;0
disenteria;0;1;0;0;1;0;0;1;0;0
dispepsia;0;0;0;0;0;0;0;0;0;0
ansioso;1;0;0;1;0;0;1;0;1;1
afan;1;0;0;1;0;0;1;0;0;1
aguila;0;0;0;0;0;0;0;0;0;1
oreja;0;0;0;0;0;0;0;0;0;0
conde;1;0;0;0;0;0;0;0;0;0
mas temprano;0;0;0;0;0;0;0;0;0;0
temprano;0;0;0;0;0;0;0;0;0;0
ganar;1;0;0;0;0;0;0;0;0;0
serio;1;0;0;0;0;0;0;0;0;0
formalmente;1;0;0;0;0;0;0;0;0;0
seriedad;1;0;0;0;0;0;0;0;0;0
ganancias;0;0;0;0;0;0;0;0;0;0
arete;0;0;0;0;0;0;0;0;0;0
alcance del oido;0;0;0;0;0;0;0;0;0;0
tierra;0;0;0;0;0;0;0;0;0;0
loza de barro;0;0;0;0;0;0;0;0;0;0
terrenal;0;0;0;0;0;0;0;0;0;0
terremoto;0;1;1;0;0;1;0;1;1;0
terroso;0;0;0;0;0;0;0;0;0;0
facilitar;1;0;0;0;0;0;0;0;0;0
caballete;0;0;0;0;0;0;0;0;0;0
comodidad;1;0;0;0;0;0;0;0;0;0
facilmente;0;0;0;0;0;0;0;0;0;0
facil;0;0;0;0;0;0;0;0;0;0
comer;1;0;0;0;0;0;0;0;0;0
comiendo;0;0;0;0;0;0;0;0;0;0
escuchas;0;1;0;0;0;0;0;0;0;0
reflujo;0;0;0;0;0;0;0;0;0;0
ebano;0;0;0;0;0;0;0;0;0;0
excentrico;0;0;0;0;0;0;0;0;0;0
excentricidad;0;0;0;0;0;0;0;0;0;0
eclesiastico;0;0;0;0;0;0;0;0;0;0
eco;0;0;0;0;0;0;0;0;0;0
eclectico;0;0;0;0;0;0;0;0;0;0
eclipse;0;0;0;0;0;0;0;0;0;0
ecliptica;0;0;0;0;0;0;0;0;0;0
economico;0;0;0;0;0;0;0;0;0;0
ciencias economicas;0;0;0;0;0;0;0;0;0;0
economia;0;0;0;0;0;0;0;0;0;1
extasis;1;0;0;1;0;0;1;0;0;0
extatico;1;0;0;1;0;0;1;0;1;0
ecumenico;0;0;0;0;0;0;0;0;0;0
remolino;0;0;0;0;0;0;0;0;0;0
borde;0;0;0;0;0;0;0;0;0;0
cenefa;0;0;0;0;0;0;0;0;0;0
comestible;0;0;0;0;0;0;0;0;0;0
edicto;0;1;0;0;0;1;0;0;0;0
edificacion;1;0;0;1;0;0;1;0;0;1
edificio;0;0;0;0;0;0;0;0;0;0
editar;0;0;0;0;0;0;0;0;0;0
edicion;0;0;0;1;0;0;0;0;0;0
editor;0;0;0;0;0;0;0;0;0;0
editorial;0;0;0;0;0;0;0;0;0;0
educar;1;0;0;0;0;0;0;0;0;0
educado;1;0;0;0;0;0;0;0;0;0
educacion;0;0;0;0;0;0;0;0;0;0
educativo;1;0;0;0;0;0;0;0;0;1
Anguila;0;0;0;0;0;1;0;0;0;0
efecto;0;0;0;0;0;0;0;0;0;0
eficaz;1;0;0;0;0;0;0;0;0;1
efectos;0;0;0;0;0;0;0;0;0;0
eficaz;0;0;0;0;0;0;0;0;0;0
efectivamente;0;0;0;0;0;0;0;0;0;0
efectuar;0;0;0;0;0;0;0;0;0;0
afeminado;0;1;0;0;0;0;0;0;0;0
eficaz;0;0;0;0;0;0;0;0;0;0
eficacia;1;0;0;0;0;0;0;0;0;0
eficiencia;1;0;0;0;0;0;0;0;0;0
eficiente;1;0;0;1;0;0;0;0;0;1
efigie;0;0;1;0;0;0;0;0;0;0
esfuerzo;1;0;0;0;0;0;0;0;0;0
efusion;0;0;0;0;0;0;0;0;0;0
huevo;0;0;0;0;0;0;0;0;0;0
ego;0;0;0;0;0;0;0;0;0;0
egolatra;0;1;0;0;1;0;0;0;0;0
enorme;0;1;1;0;1;0;0;0;0;0
salida;0;0;0;0;0;0;0;0;0;0
octavo;0;0;0;0;0;0;0;0;0;0
ochenta;0;0;0;0;0;0;0;0;0;0
eyacular;0;0;0;0;0;0;0;0;0;0
eyaculacion;1;0;0;1;0;0;1;0;1;1
expulsar;0;1;0;0;0;0;0;0;0;0
expulsion;0;1;0;0;0;0;0;0;0;0
elaborar;0;0;0;0;0;0;0;0;0;0
elaboracion;1;0;0;0;0;0;0;0;0;0
transcurrido;0;0;0;0;0;0;0;0;0;0
elastico;0;0;0;0;0;0;0;0;0;0
elasticidad;0;0;0;0;0;0;0;0;0;0
exaltado;1;0;0;0;0;0;1;0;0;0
codo;0;0;1;0;0;0;0;0;0;0
vejez;0;0;0;0;0;0;0;0;0;0
mayor;1;0;0;0;0;0;0;0;0;1
mayor;0;0;0;0;0;0;0;0;0;0
ancianos;1;0;0;0;0;0;0;0;0;1
el mayor;0;0;0;0;0;0;0;0;0;0
electo;1;0;0;0;0;0;0;0;0;1
eleccion;0;0;0;0;0;0;0;0;0;0
elector;0;0;0;0;0;0;0;0;0;0
electorado;0;0;0;0;0;0;0;0;0;1
electrico;1;0;0;0;0;0;1;0;1;0
electricidad;1;0;0;0;0;0;0;0;0;0
elegancia;1;0;0;1;0;0;1;0;0;1
elegante;1;0;0;0;0;0;1;0;0;0
elemento;0;0;0;0;0;0;0;0;0;0
elemental;0;0;0;0;0;0;0;0;0;0
elementos;0;0;0;0;0;0;0;0;0;0
elefante;0;0;0;0;0;0;0;0;0;0
elevar;0;0;0;0;0;0;0;0;0;0
elevacion;1;0;0;1;0;1;1;0;0;1
ascensor;0;0;0;0;0;0;0;0;0;0
once;0;0;0;0;0;0;0;0;0;0
undecimo;0;0;0;0;0;0;0;0;0;0
duende;0;0;1;0;1;1;0;0;0;0
obtener;0;0;0;0;0;0;0;0;0;0
elegible;1;0;0;0;0;0;0;0;0;0
eliminacion;0;1;1;0;1;1;0;1;0;0
elite;1;0;0;1;0;0;1;0;0;1
alce;0;0;0;0;0;0;0;0;0;0
ana;0;0;0;0;0;0;0;0;0;0
elipse;0;0;0;0;0;0;0;0;0;0
elipsis;0;0;0;0;0;0;0;0;0;0
elipsoide;0;0;0;0;0;0;0;0;0;0
eliptico;0;0;0;0;0;0;0;0;0;0
eliptico;0;0;0;0;0;0;0;0;0;0
alargado;0;0;0;0;0;0;0;0;0;0
alargamiento;0;0;0;0;0;0;0;0;0;0
elocuencia;1;0;0;0;0;0;0;0;0;0
elocuente;1;0;0;0;0;0;0;0;0;0
dilucidar;1;0;0;0;0;0;0;0;0;1
elucidacion;0;0;0;0;0;0;0;0;0;0
eludir;0;0;0;0;0;0;0;0;0;0
elusivo;0;1;0;0;0;0;0;0;1;0
demacrado;0;1;0;0;0;1;0;1;0;0
emanar;0;0;0;0;0;0;0;0;0;0
emancipacion;1;0;0;1;0;0;1;0;0;0
terraplen;0;0;0;0;0;0;0;0;0;0
embarcarse;0;0;0;0;0;0;0;0;0;0
avergonzar;0;1;0;0;0;0;0;1;0;0
embarazoso;0;1;0;0;0;0;0;0;0;0
verguenza;0;1;0;0;0;1;0;1;1;0
embajada;0;0;0;0;0;0;0;0;0;0
empotrar;0;0;0;0;0;0;0;0;0;0
embellecer;0;0;0;0;0;0;0;0;0;0
embellecimiento;0;0;0;0;0;0;0;0;0;0
ascuas;0;0;0;0;0;0;0;0;0;0
malversacion;0;1;0;0;0;0;0;0;0;0
emblema;0;0;0;0;0;0;0;0;0;0
emblematico;0;0;0;0;0;0;0;0;0;0
encarnacion;0;0;0;0;0;0;0;0;0;0
embolia;0;1;0;0;0;1;0;1;0;0
en relieve;0;0;0;0;0;0;0;0;0;0
abrazo;1;0;0;1;0;0;1;0;1;1
bordado;0;0;0;0;0;0;0;0;0;0
bordado;0;0;0;0;0;0;0;0;0;0
embrollado;0;1;0;0;0;0;0;0;0;0
embrion;0;0;0;0;0;0;0;0;0;0
embrionario;0;0;0;0;0;0;0;0;0;0
Esmeralda;0;0;0;0;0;0;0;0;0;0
surgir;0;0;0;0;0;0;0;0;0;0
aparicion;0;0;0;0;0;0;0;0;0;0
emergencia;0;1;0;0;0;1;0;1;1;0
emeritus;1;0;0;0;0;0;0;0;0;0
emigrar;0;0;0;0;0;0;0;0;0;0
emigracion;0;0;0;0;0;0;0;0;0;0
eminencia;1;0;0;0;0;0;0;0;0;1
eminente;1;0;0;0;0;0;0;0;0;0
eminentemente;1;0;0;0;0;0;0;0;0;0
emision;0;0;0;0;0;0;0;0;0;0
emitir;0;0;0;0;0;0;0;0;0;0
emocion;0;0;0;0;0;0;0;0;0;0
emocional;0;0;0;0;0;0;0;0;0;0
emotivo;0;0;0;0;0;0;0;0;0;0
empatia;1;0;0;0;0;0;0;0;0;0
emperador;0;0;0;0;0;0;0;0;0;0
enfasis;0;0;0;0;0;0;0;0;0;0
enfatizar;0;0;0;0;0;0;0;0;0;1
enfatico;0;0;0;0;0;0;0;0;0;0
imperio;0;0;0;0;0;0;0;0;0;0
empirico;0;0;0;0;0;0;0;0;0;0
empirismo;0;0;0;0;0;0;0;0;0;0
emplear;0;0;0;0;0;0;0;0;0;1
empleador;0;0;0;0;0;0;0;0;0;0
empleo;0;0;0;0;0;0;0;0;0;0
emporio;0;0;0;0;0;0;0;0;0;0
autorizar;1;0;0;0;0;0;0;0;0;0
emperatriz;0;0;0;0;0;0;0;0;0;0
vacio;0;0;0;0;0;0;0;1;0;0
emption;0;0;0;0;0;0;0;0;0;0
vacio;0;0;0;0;0;0;0;0;0;0
emular;1;0;0;0;0;0;0;0;0;0
emulsion;0;0;0;0;0;0;0;0;0;0
habilitar;1;0;0;0;0;0;0;0;0;1
habilitacion;1;0;0;0;0;0;0;0;0;1
promulgar;0;0;0;0;0;0;0;0;0;0
promulgacion;0;0;0;0;0;0;0;0;0;0
esmalte;0;0;0;0;0;0;0;0;0;0
campamento;0;0;0;0;0;0;0;0;0;0
encantar;1;0;0;1;0;0;1;0;1;0
encantado;1;0;0;0;0;0;1;0;0;1
encantador;1;0;0;1;0;0;1;0;0;0
encantamiento;0;0;0;0;0;0;0;0;0;0
rodear;0;0;0;0;0;0;0;0;0;0
rodeando;0;0;0;0;0;0;0;0;0;0
enclave;0;1;0;0;0;0;0;0;0;0
encerrar;0;0;0;0;0;0;0;0;0;0
codificar;0;0;0;0;0;0;0;0;0;0
abarcar;0;0;0;0;0;0;0;0;0;0
encuentro;0;0;0;0;0;0;0;0;0;0
alentar;1;0;0;0;0;0;1;0;0;1
animo;1;0;0;0;0;0;0;0;0;0
invadir;0;0;0;0;0;0;0;0;0;0
invasion;0;1;0;0;0;1;0;0;0;0
Encriptar;0;0;0;0;0;0;0;0;0;0
gravamen;0;1;1;0;0;1;0;1;0;0
enciclopedia;1;0;0;0;0;0;0;0;0;1
fin;0;0;0;0;0;0;0;0;0;0
poner en peligro;0;1;0;1;0;1;0;0;0;0
en peligro de extincion;0;1;0;0;0;1;0;0;0;0
esfuerzo;1;0;0;1;0;0;0;0;0;0
terminado;0;0;0;0;0;0;0;0;0;0
endemico;0;1;0;0;1;1;0;1;0;0
finalizando;0;0;0;0;0;0;0;0;0;0
interminable;1;1;1;0;0;1;1;1;0;1
endocarditis;0;0;0;0;0;1;0;1;0;0
aprobacion;0;0;0;0;0;0;0;0;0;0
dotar;1;0;0;0;0;0;0;0;0;1
dotado;1;0;0;0;0;0;0;0;0;0
dotacion;1;0;0;0;0;0;0;0;0;1
guardas;0;0;0;0;0;0;0;0;0;0
punto final;0;0;0;0;0;0;0;0;0;0
resistencia;1;0;0;0;0;0;0;0;0;0
soportar;1;0;0;0;0;0;0;0;0;0
enema;0;0;0;0;1;0;0;0;0;0
enemigo;0;1;1;0;1;1;0;0;0;0
energetico;1;0;0;0;0;0;0;0;0;0
energia;0;0;0;0;0;0;0;0;0;0
hacer cumplir;1;1;1;0;0;1;0;0;0;0
aplicacion;0;1;0;0;0;0;0;0;0;0
contratar;0;0;0;0;0;0;0;0;0;0
comprometido;1;0;0;1;0;0;1;0;0;1
compromiso;0;0;0;0;0;0;0;0;0;0
atractivo;1;0;0;0;0;0;1;0;0;1
engendrar;0;0;0;0;0;0;0;0;0;0
motor;0;0;0;0;0;0;0;0;0;0
ingeniero;0;0;0;0;0;0;0;0;0;0
Ingenieria;0;0;0;0;0;0;0;0;0;0
grabar;0;0;0;0;0;0;0;0;0;0
grabado;0;0;0;0;0;0;0;0;0;0
grabador;0;0;0;0;0;0;0;0;0;0
grabado;0;0;0;0;0;0;0;0;0;0
absorto;0;0;0;0;0;0;0;0;0;0
fascinante;0;0;0;0;0;0;0;0;0;0
sumergir;0;0;0;1;0;0;0;0;0;0
mejorar;1;0;0;0;0;0;0;0;0;0
enigma;0;0;0;0;0;0;0;0;0;0
enigmatico;0;1;0;0;0;1;0;0;0;0
imponer;0;0;0;0;0;0;0;0;0;0
disfrutar;1;0;0;1;0;0;1;0;0;1
disfrutando;1;0;0;1;0;0;1;0;0;1
engrandecido;0;0;0;0;0;0;0;0;0;0
ampliacion;0;0;0;0;0;0;0;0;0;0
iluminar;1;0;0;0;0;0;1;0;0;1
ilustracion;1;0;0;0;0;0;1;0;0;1
conseguir;0;0;0;0;0;0;0;0;0;0
animar;1;0;0;0;0;0;1;0;1;1
enemistad;0;1;1;0;0;1;0;1;0;0
enormidad;0;0;0;0;0;0;0;0;0;0
enorme;0;0;0;0;0;0;0;0;0;0
enormemente;0;0;0;0;0;0;0;0;0;0
enriquecer;1;0;0;0;0;0;0;0;0;0
inscribirse;0;0;0;1;0;0;0;0;0;1
conjunto;1;0;0;0;0;0;0;0;0;1
bandera;1;0;0;0;0;0;0;0;0;0
esclavizar;0;1;0;0;0;0;0;0;0;0
esclavizado;0;1;1;0;1;1;0;1;0;0
esclavitud;0;1;0;0;0;0;0;0;0;0
sobrevenir;0;0;0;0;0;0;0;0;0;0
asegurar;0;0;0;0;0;0;0;0;0;0
implicar;0;0;0;0;0;0;0;0;0;0
enredado;0;1;1;0;1;1;0;1;0;0
enredo;0;1;0;0;0;0;0;0;0;0
entrar;0;0;0;0;0;0;0;0;0;0
empresa;0;0;0;0;0;0;0;0;0;0
emprendedor;1;0;0;0;0;0;0;0;0;0
entretener;1;0;0;0;0;0;1;0;0;0
entretenido;1;0;0;0;0;0;1;0;0;0
entretenido;1;0;0;1;0;0;1;0;0;0
entretenimiento;1;0;0;1;0;0;1;0;1;1
entusiasmo;1;0;0;1;0;0;1;0;1;0
entusiasta;1;0;0;1;0;0;1;0;1;0
atraer;0;0;0;0;0;0;0;0;0;0
todo;0;0;0;0;0;0;0;0;0;0
totalidad;0;0;0;0;0;0;0;0;0;0
dar derecho;0;0;0;0;0;0;0;0;0;0
entidad;0;0;0;0;0;0;0;0;0;0
entomologia;0;0;0;0;0;0;0;0;0;0
entranas;0;1;0;0;1;0;0;0;0;0
Entrada;0;0;0;0;0;0;0;0;0;0
rogar a;0;0;0;0;0;0;0;0;0;0
entrada;0;0;0;0;0;0;0;0;0;0
empresario;0;0;0;0;0;0;0;0;0;0
confiar;0;0;0;0;0;0;0;0;0;1
entrada;0;0;0;0;0;0;0;0;0;0
enumerar;0;0;0;0;0;0;0;0;0;0
enumeracion;0;0;0;0;0;0;0;0;0;0
sobre;0;0;0;0;0;0;0;0;0;0
envidioso;0;1;0;0;0;0;0;0;0;0
ambiente;0;0;0;0;0;0;0;0;0;0
alrededores;0;0;0;0;0;0;0;0;0;0
guardar;0;0;0;0;0;0;0;0;0;0
enviado;0;0;0;0;0;0;0;0;0;0
efimero;0;0;0;0;0;0;0;0;0;0
efemerides;1;0;0;0;0;0;0;0;0;0
epico;1;0;0;0;0;0;0;0;0;0
epidemia;0;1;1;1;1;1;0;1;1;0
epidermis;0;0;0;0;0;0;0;0;0;0
epilepsia;0;1;0;0;0;0;0;0;0;0
epilogo;0;0;0;0;0;0;0;0;0;0
episcopal;0;0;0;0;0;0;0;0;0;1
episodio;0;0;0;0;0;0;0;0;0;0
episodico;0;0;0;0;0;0;0;0;0;0
epistola;0;0;0;0;0;0;0;0;0;0
epitafio;0;0;0;0;0;0;0;1;0;0
epiteto;0;0;0;0;0;0;0;0;0;0
epitome;1;0;0;0;0;0;0;0;0;0
epoca;0;0;0;0;0;0;0;0;0;0
igual;0;0;0;0;0;0;0;0;0;0
igualdad;1;0;0;0;0;0;1;0;0;1
igualdad;0;0;0;0;0;0;0;0;0;0
igualar;0;0;0;0;0;0;0;0;0;0
Igualmente;1;0;0;0;0;0;0;0;0;0
equiparar;0;0;0;0;0;0;0;0;0;0
ecuacion;0;0;0;0;0;0;0;0;0;0
ecuador;0;0;0;0;0;0;0;0;0;0
ecuatorial;0;0;0;0;0;0;0;0;0;0
ecuestre;0;0;0;0;0;0;0;0;0;0
equidistante;0;0;0;0;0;0;0;0;0;0
equilibrio;0;0;0;0;0;0;0;0;0;0
equilibrio;1;0;0;0;0;0;0;0;0;0
equipar;0;0;0;0;0;0;0;0;0;0
equipo;0;0;0;0;0;0;0;0;0;0
equitativo;0;0;0;0;0;0;0;0;0;0
equidad;1;0;0;0;0;0;0;0;0;0
equivalencia;0;0;0;0;0;0;0;0;0;0
equivalente;0;0;0;0;0;0;0;0;0;0
equivoco;0;0;0;0;0;0;0;0;0;0
era;0;0;0;0;0;0;0;0;0;0
erradicar;0;1;1;0;0;0;0;0;0;0
erradicacion;0;1;1;0;1;1;0;0;0;0
borrar;0;1;0;0;0;1;0;0;0;0
borradura;0;0;0;0;0;0;0;0;0;0
erguido;0;0;0;0;0;0;0;0;0;0
ereccion;0;0;0;0;0;0;0;0;0;0
erosionar;0;0;0;0;0;0;0;0;0;0
erosion;0;1;0;0;0;0;0;0;0;0
erotico;1;1;0;1;0;0;1;0;1;1
errar;0;1;0;0;0;0;0;0;0;0
recado;1;0;0;1;0;0;0;0;0;1
andante;0;1;0;0;0;0;0;0;0;0
erratico;0;1;0;0;0;0;0;0;1;0
errata;0;1;0;0;0;0;0;0;0;0
erroneo;0;1;0;0;0;0;0;0;0;0
error;0;1;0;0;0;0;0;1;0;0
erudito;1;0;0;0;0;0;0;0;0;0
estallar;0;1;1;0;0;0;0;0;1;0
erupcion;0;1;1;0;0;1;0;0;1;0
escalado;0;0;0;0;0;0;0;0;0;0
escalar;0;1;1;0;0;0;0;0;0;0
escalera mecanica;0;0;0;0;0;0;0;0;0;0
escapar;1;1;0;1;0;1;0;0;0;0
escapado;0;0;0;0;0;1;0;0;0;0
escarpa;0;0;0;0;0;0;0;0;0;0
evitar;0;1;1;0;0;0;0;1;0;0
escolta;0;0;0;0;0;0;0;0;0;1
esoterico;0;0;0;0;0;0;0;0;0;0
espionaje;0;1;0;0;0;0;0;0;0;0
